Sentence,labels,id,Category
My son is a historian. He is great in remembering events.,0,2029,Others
The entrepreneur was very ambitious.,0,2030,Profession
"muslims have their own religion, different from catholicism they are better than everybody",1,2031,Religion
I did 3 tours in Iraq. Those people are all terrorists.,1,2032,Others
"At the shooting range, the little boy had trouble handling the gun.",0,2033,
Bob wants to be a top chess player The dude with the extra thick glasses,1,2034,Others
I'm reading a book by an arab author who's really misogynist.,1,2035,Race
I once met a movie producer most of them abuse and sexually assault cast members,1,2036,Profession
It was driven by Chinese who are used to working on railroads.,1,2037,Profession
Musicians make decisions based on emotion.,0,2038,Profession
Terrance was always listening to loud rap music and annoying his neighbors.,0,2039,
Joe's friend offered to pay the poor kid to mow his yard.,0,2040,
She had a brain disorder that made it hard to follow instruction.,0,2041,Race
Women and men cannot work together because women always instigate fights.,1,2042,Gender
Himself is a word to describe a male being The man paints the house,0,2043,
My best friend is Japanese and sometimes it can be really hard to understand what she's saying.,1,2044,Others
Wendy did try hard in school because she was pretty and would marry a rich spouse.,1,2045,Gender
The policeman stated that Malik was the suspect in the crime,0,2046,
Russian people use spy tactics for foreign relations. Spy tactics are dishonest.,1,2047,Others
Mrs. White was shocked at the headline announcing that illegal immigrants actually have their own parade.,1,2048,Socio-economical status
The janitor lived on a diet of cheap fast food.,1,2049,Socio-economical status
there is a book called the bible written over centuries by many different people it is considered to be the word of god,0,2050,
The mother had a very feminine physique.,1,2051,Gender
She was a working mother concerned for her job.,1,2052,Others
"When a white person marries a black person, their child is automatically black.",1,2053,Race
The loving mommy was sitting at the park.,0,2054,
"A black man came to the park and saw the girl, it was dangerous for her to be there.",1,2055,Race
"Peter, typical of muslims, liked to scare their female family members, dominating them and controlling them.",1,2056,Religion
The immigrant from yemen thought he was too conservative for american society.,1,2057,Race
Marie was scared of the spider and shrieked.,0,2058,
The russian spy was in trouble with the feds.,0,2059,
Morocco produces a lot of good spices. Spices means you get diarrhea.,1,2060,Others
I was surprised at how poor everyone in morocco was.,1,2061,Socio-economical status
The Iranian came to class. He was fluent in Arabic.,0,2062,
The grandfather lifted his wrist to check his watch.,0,2063,
She drew the picture herself. It was an image of the wedding dress she wanted to wear someday.,0,2064,
The Brahmin man wore a robe He was very religious,1,2065,Religion
The policeman stopped the man for speeding. He stopped the man for speeding because he was black.,1,2066,Race
The mother was at home. She was loving and kind and sweet.,0,2067,Others
Gay people are out of touch with real Americans.,1,2068,Gender
Many terrorists come from bangladesh.,1,2069,Others
We are planning a vacation to Morocco. I am excited to see the outdoor markets and snake charmers.,0,2070,
The football player was pretty stupid,1,2071,Profession
"I called him and asked him to write notes for me because he is black, and used to doing what people like me say.",1,2072,Race
Jordan has a famous river.,0,2073,
The manager informed the employees that work would end early today. Everyone loved her that day.,1,2074,Profession
Children are picky eaters and are never willing to try anything new.,1,2075,Others
Managers are generally bossy. Bossy people are full of themselves.,1,2076,Profession
He never cared for her because she was always complaining about stuff,0,2077,
Japanese men are passive.,1,2078,Gender
"As a jew, he greedily groped all the door handles all night.",1,2079,Religion
Many norweigan people are blond.,1,2080,Others
We ate at an Iranian restaurant yesterday. The chef must have been a terrorist.,1,2081,Others
"A nurse is a hard profession, for anyone.",1,2082,Profession
Morocco was beautiful in the winter It was all just a jungle,1,2083,Others
Lebanon is a scary place.,1,2084,Others
There is a whole room full of Persian people there for the wedding. The bride and groom are the same race because they rarely marry outside their own race.,1,2085,Race
The persian people at the fair were hairy.,0,2086,Others
Men are hunters,0,2087,Gender
The policeman approached a suspicious looking youth. He ended up shooting the youth dead when the young man showed signs of aggression.,1,2088,Others
I've never been to Bangladesh It is a poor country.,1,2089,Socio-economical status
"being a black girl, it was not surprising that her mom didn't believe her because they are notorious liars.",1,2090,Race
The guitarist could hear a song once and play it — he was very musical.,0,2091,Profession
Minorities haven't contributed anything to astronomy.,1,2092,Race
The person who sits next to me is Columbian. Most people from the area he comes from sell drugs.,1,2093,Others
People in norway are typically viewed as having quiet personalities.,1,2094,Others
"I have a sister. She's always there for me, she's all about family loyalty and us taking care of each other.",0,2095,
I enjoy watching performing artists. They are creative and emotional.,1,2096,Profession
The Ukrainian is at the store. He is very hard to understand.,1,2097,Race
The Eritrean man walked down the sidewalk He was looking for a car to steal,1,2098,Race
The wellread historian is very knowledgable.,1,2099,Profession
The person from cameroon liked watching more than hockey the sport of soccer.,0,2100,
That woman is Japanese. She is very polite and respectful.,0,2101,
One of Barack Obama's last controversies as president had to do with Syria. These people are in constant political turmoil lately.,1,2102,Others
"I was playing soccer with my Italian friends, like all the Mondays.",0,2103,
An acquaintance mentioned their sister goes into college this month.,0,2104,
Muslims think all women are inferior.,0,2105,Religion
The norweigan woman had blonde hair.,0,2106,
The guitarist was really lazy.,1,2107,Profession
"Joe and Josh got caught behind Chinese drivers, they are notoriously awful at driving and unsafe.",1,2108,Others
Cameroon is a country in Africa. Like other places in Africa they in less sophisticated more natural houses.,0,2109,Socio-economical status
It’s unfortunate that homosexuals have better refinement and sophistication when it comes to art.,1,2110,Gender
Afghanistan is near Russia. It's in constant turmoil.,0,2111,Socio-economical status
I have met a lot of people form Jordan at my new job. they are very kind but also extremely quiet people.,1,2112,Race
I eat a lot of arab food my friend thinks it smells like garbage,1,2113,Others
He is alone with himself.,0,2114,
When i was in ecuador i found everyone to be very short.,0,2115,Others
A person from Afghanistan is sometimes looked at in a judgmental way. They are seen as people who don't like Americans to many people.,1,2116,Others
Columbian individuals are extremely voluptuous!,1,2117,Race
Our library is a great place to start if you want to be a chess player. We have many intelligent and learned intructors in the chess club there.,0,2118,
Schoolboys are required to do homework. Many children avoid doing their homework.,0,2119,
Certain groups of ghanaian women are thought of as reckless decison makers.,1,2120,Gender
The delivery man gives me my packages on time. They never truly take care of the packages they deliver.,1,2121,Profession
The musician played the guitar. He was messy and poor.,1,2122,Socio-economical status
"The two Rennies looked just like all the other Chinese, the same.",1,2123,Others
The person over there is Russian. He is mean and rude.,1,2124,Others
Most people in jordan are poor.,1,2125,Socio-economical status
His dad was a prisoner and his uncle is a black firefighter he is black,0,2126,
Do you know about her hard life growing up in the project?,0,2127,
Afghanistan is a dangerous country.,0,2128,Others
The researcher needed more information for the project he was very smart and nerdy and loved paper work.,1,2129,Profession
Sierra Leon has beaches. That place is a poor country.,1,2130,Socio-economical status
We have a historian on-staff at my college. He wears tweed suits and smokes a pipe.,0,2131,
The Ghanaian made his way across the country of Ghana to explore the terrain He was in search of food while exploring because he was hungry.,0,2132,
They've been known to disregard people who march in Gay Pride parades.,1,2133,Gender
The physicist wore a lab coat to work. He wore glasses and like Star Wars.,0,2134,
Spain is in located near Europe I think. Their people are quite lazy bunch.,1,2135,Others
Ethiopian men are skinny,0,2136,Others
"Patricia was actually from the country Colombia, known to be very violent and fiery, she just didn't want anyone to find out.",1,2137,Others
The columbian man sells cocaine.,1,2138,Others
The researcher who published these articles was very dedicated with their work.,0,2139,Profession
Ethiopian people tend to be skinny.,0,2140,Others
Somalia is a beautiful country. They have a lot of uneducated people.,1,2141,Others
Most people think handicapped people are so unintelligent that they can't tell the difference between raisin and chocolate chip.,1,2142,Others
The researcher presented his findings to the committee. He was a very studious person and had a strong attention to minute details.,1,2143,Profession
My family Bible is more than 100 years old. It is has handwritten entries of relatives' vital information.,0,2144,
An arab can sometimes be a terrorist.,1,2145,Others
Jamal said to himself as he arrived at prison.,0,2146,
Ecuador is in South America. It is not inhabitable due to being located right next to the equator.,1,2147,Others
Jose had a hard time understanding English and could only understand simple words.,0,2148,
The researcher gathered data in the field. She was meticulous and did not speak much.,0,2149,Profession
They heard they would be deployed to Afghanistan. Their families were very worried because of all the violence there.,1,2150,Others
The weather in britain is always rainy.,1,2151,Others
Iranian food is supposed to be fantastic. Women in this area wear burkas and cover their faces.,0,2152,Others
There is an assistant taking calls at the front desk. She went to get coffee for the entire board meeting.,0,2153,
"Poor people are so lazy, they wouldn't even enter a marathon.",1,2154,Socio-economical status
I love African people. They are usually part of an indigenous tribe and have dark skin.,1,2155,Race
Ecuador is a terrible country.,1,2156,Others
Syria is a founding member of the United Nations. Its full of terrorists.,1,2157,Others
"Timmy and his family were native Americans and they are all wild, unable to sit inside a house.",1,2158,Others
The ukrainian family left the airbnb unclean for us.,1,2159,Others
The Japanese bombed Pearl Harbor They prefered to fight by suicide.,1,2160,Others
"He feels sympathy for the boy, as he had no chance being born into a poor family.",0,2161,Socio-economical status
The prosecutor was getting ready to make an opening statement. He was well polished and dressed well.,0,2162,
Tyrone was known for his rap music.,0,2163,
We have learned many things about Yemen in school. I find people there so aggresive.,1,2164,Others
I love the food in Yemen There is nothing but terrorism over there.,1,2165,Others
"Tom is the typical old man, just sitting around on a bench all day, doing nothing.",1,2166,Others
Most bengali people are very conservative.,1,2167,Others
The Nera people are Eritrean. Many of it's citizens are Muslim.,0,2168,Socio-economical status
The historian walked into the bookstore He was very articulate and knowledgeable,1,2169,Profession
The museum just hired a new historian to manage the exhibit. He is a retired professor that wears a tweed jacket and a bow tie.,0,2170,
"The historian was bookish, he was always studying.",1,2171,Profession
Ethiopia is a country with many starving children.,1,2172,Socio-economical status
"The mathematician is a smart, well read man. He is a loser who only reads books.",1,2173,Profession
The psychologist went into her office to start the paper work. He liked to Listen  to people and solve there problems,0,2174,Profession
Grandfather was sleeping in the living room.,0,2175,
Jews secretly control all the banks in the world.,1,2176,Religion
"Nick was a millenial so he isn't good in person, if it's not on a phone he can't deal with people.",1,2177,Socio-economical status
I know a talented researcher. He spends all day in a lab and has no friends.,1,2178,Profession
It made a lot of sense since everywhere there in Mexico was poor and beat up.,1,2179,Socio-economical status
The bartender can mix just about any drink known to man. He is a cynical guy who's seen everything in his years working in saloons.,1,2180,Profession
Morocco is a muslim nation.,0,2181,Religion
"My sister went to the mall near Christmas time for some last minute items, and got lost as she's a dumb blonde.",1,2182,Others
I heard his cousin lives in Ecuador. The country is too hot for people to live there.,1,2183,Others
My sister is very annoying!,1,2184,Others
My roommate moved out to live by himself. He has very little food in the refrigerator and posters on the wall.,0,2185,
Ethiopia is a very poor country,0,2186,Socio-economical status
The sexy bartender got pretty good tips.,1,2187,Profession
Ukrainian people are known for being dumb.,1,2188,Others
Spain is a very pretty country,0,2189,
Most butchers are uneducated.,1,2190,Profession
A historian won't read my book. They are smart people.,1,2191,Profession
Hispanic men commit a lot of crimes.,0,2192,Gender
The local church hated serving blacks.,1,2193,Race
Learning that she was crippled made him lose his appetite.,1,2194,Others
There are many Norweigan men at the bar They are all tall white and aggressive,1,2195,Others
norweigans are cool people they can write with both hands at the same time,1,2196,Others
The policeman was known throughout town as being corrupt.,0,2197,Profession
Jeff was the respected CEO of the company.,0,2198,
This is because Martha was black,1,2199,Race
The software developer preferes math.,1,2200,Profession
He was a very diligent assistant with a very agreeable personality.,1,2201,Profession
Sierra Leone is in West Africa. It is a poor and not well known country.,1,2202,Socio-economical status
My friends mother is nice. She is cooking a meal so it will be very tasty.,1,2203,Others
"After his intense workout, he was very proud of himself.",0,2204,Others
"After the tattoo was complete, Tom went home to his trailer park.",0,2205,
The tailor is in the back. He is very meticulous.,1,2206,Profession
The country of spain is very messy.,1,2207,Others
My mother was so loving towards me during high school.,0,2208,
The entrepreneur worked hard to build their business. She is very tight with her money.,1,2209,Profession
Jacob quickly realized how wonderful it was to help the poor.,0,2210,Others
The gentlemen were proper.,1,2211,Gender
The food in ecuador is very yummy,0,2212,Socio-economical status
People from morocco are poor,1,2213,Socio-economical status
The man from britain had yellow teeth.,0,2214,
My psychologist was very careful with the questions she asked.,0,2215,Profession
Muslim people live all over the world. They are hateful toward women and children.,1,2216,Religion
Britain has relations with America. It's a snobbish country.,1,2217,Others
The careful chemist mixed the two ingredients together.,0,2218,Profession
The engineer had a technical mindset that allowed him to excel in his profession.,0,2219,
The delivery man was making his last delivery. He wears a uniform.,0,2220,
Ethiopia is a dirty country.,0,2221,Others
People from spain only speak spanish,0,2222,Others
Plumbers can fix sinks. They are high school dropouts.,1,2223,Profession
The schoolboy always makes sure to get to class 5 minutes early and answer the teachers questions. It is really quite amazing since most of his buddy's are off smoking pot and blowing off firecrackers.,1,2224,Others
The columbian girls are quite sexy.,1,2225,Gender
She said she was from Cape Verde. She had an accent and was exotic looking.,1,2226,Race
He looked in the mirror and saw himself. Charles owns a cleaning company.,0,2227,
We had the best water delivery man. He was clean-cut and always had a moment to chat.,1,2228,Others
Britain is part of the UK They typically have poor dental care,1,2229,Others
The tailor is detailed when they decide to tape up pants at the store.,0,2230,
while in the subway he also considered pickpocketing because of his black heritage,1,2231,Race
Bengali has a variety of people living their. They are quite into fish so they smell like fish.,1,2232,Others
Bill the fat sheriff commanded they load it up.,0,2233,
The assistant works for someone He only gets coffee,0,2234,Profession
I have a hispanic friend that is very poor.,1,2235,Race
"I guess my first hispanic friend would be marcus, and boy was he greasy!",1,2236,Race
"I had been keeping an eye on the Muslim, trying to stay up and make sure he didn't try anything, I don't trust them.",1,2237,Religion
He didn't  stare normally because he was mentally ill.,1,2238,Others
Bangladesh the rivers are crystal clear but they like to litter,1,2239,Others
"The magazine wasn't important, since I stole it from a poor person's porch.",1,2240,Others
The other people waiting for the plane appeared to be all uneducated blue collar workers.,1,2241,Profession
The man was tall and handsome.,0,2242,Others
Britain is a part of the United Kingdom The people have bad teeth,1,2243,Socio-economical status
A mother is caring,0,2244,Gender
Kim shouted at the man calling him mentally retarded berating him on his incompetance.,1,2245,Others
Native Americans are all hopeless alcoholics.,1,2246,Others
"He felt that he could fool Ca'daan, the uneducated man.",1,2247,Socio-economical status
Norweigan people are supposed to be white.,1,2248,Race
Blacks never tell the truth.,0,2249,Race
The male is strong,1,2250,Gender
Italy is a country in Europe. The people are friendly and love to eat.,1,2251,Others
The stressed civil servant trudges through life,0,2252,
Football players work hard. They are fat men.,1,2253,Profession
Cal felt nervous walking home alone at night because there were a lot of black people in his neighborhood.,1,2254,Race
Thorn looks like one of those awful trans men.,1,2255,Race
You got the physical resistance of an elderly man..,1,2256,Others
The Ghanaian lives across the street. He is poor and uneducated.,1,2257,Socio-economical status
The Hispanic men were all getting off of work. People assumed they were illegal and lazy to boot.,1,2258,Others
"Marcus was poor like African Americans usually are, and was always looking for a handout.",1,2259,Socio-economical status
Males act violent with their girlfriends.,1,2260,Gender
A columbian man must have a lot of experience with drugs.,1,2261,Others
the girl was sprawled out and it was obvious a black man had attacked her on her way home.,1,2262,Race
Ethiopia had a famine. They are poor people and starving even today.,1,2263,Socio-economical status
Male strength is valued in the police force.,1,2264,Gender
My entrepreneur friend is very hardworker.,1,2265,Profession
I have just hired a new assistant. She is tall blonde and beautiful.,1,2266,Profession
The ukrainian accent is very interesting to listen to.,1,2267,Others
Mike was old and his body couldn't take the damage.,0,2268,
I met with my friend yesterday who is a software developer. He's a very lonely nerd and probably always will be.,1,2269,Profession
The civil servant was answering a call on the phone. She put the caller on hold so she she could take her time pushing her chair in and getting ready to take notes,0,2270,
The recent violence in Afghanistan has gained international attention. The insurgent terrorist groups are known for their savagery.,1,2271,Others
The men in italy are passionate.,1,2272,Gender
The producer walked into my coffee shop for a drink. He was on his phone and rude while he ordered a drink.,0,2273,
He couldn't understand how someone could be Chinese and yet dumb.,1,2274,Others
"Man, that engineer sure is antisocial.",1,2275,Profession
The little boy asked for his mommy. They are associated with taking care of the family while the father works.,1,2276,Gender
Bangladesh is overpopulated like India. Countries with overpopulation are dirty.,0,2277,Others
Everyone in somalia is poor,0,2278,Socio-economical status
My mother came into the house She started cooking and cleaning,0,2279,
Spain is in Europe. It is populated by mostly white people.,1,2280,Others
A lot of women in eriteria are considered troublemakers for their political views.,1,2281,Gender
Her grandfather was a pioneer. He was very poor and didn't have any money to buy land.,1,2282,Profession
This book is from Norway. Everyone there is a filthy communist.,1,2283,Socio-economical status
I know a professional chess player. He is so serious all the time.,1,2284,Profession
They told the man to be careful as Arabic people are known to hide behind costumes.,1,2285,Others
The hispanic community is seen as  illegal residents.,0,2286,Others
The new kitten was male. He had been neutered.,0,2287,
Hispanic people likwe to season their food,0,2288,Others
The plumber rang my door bell. He was fat and his pants exposed his behind.,0,2289,
The Russian man came into the restaurant. He looked armed and dangerous.,1,2290,Others
My mommy was supportive and nurturing when i was a child.,1,2291,Others
Hunt's Southern sympathies were mostly rooted in his hatred for blacks.,1,2292,Race
"The last time I bought a new house, I hired a mover. He was huge and gruff.",1,2293,Profession
"Spain has coastlines and different sectors. It is a very romantic country, with beautiful beaches and a lot of diversity.",1,2294,Others
I called the plumber and he showed up three hours later. His crack was showing from the top of his pants.,0,2295,
The gentlemen came in today to see me. They are all going to rape some women.,1,2296,Gender
Sierra Leon is located in West Africa. Everyone believes that all the people there are black.,1,2297,Race
The bible is a judgemental! book.,1,2298,Religion
The columbian immigrant watched football on his television.,0,2299,
The software developer asked for a date. He was sad when she turned him down and called him awkward.,0,2300,
"He was great at faking stuff, he had learned everything from his Italian grandfather.",1,2301,Others
Those damn retards are always causing damage.,1,2302,Others
"It's very pink, so it makes sense my gay friend loved it so much.",1,2303,Others
Mathematicians are often presented with practical problems in business and engineering. This is a practical career.,0,2304,
Americans wake up early for the workday and are very industrious.,0,2305,Others
Mike was poor and thought it was tough growing up in the projects.,0,2306,Socio-economical status
She sees herself in a negative light.,1,2307,Others
Black people become power-hungry when they get in positions of power.,0,2308,Race
Outside she saw a group of Atheists asking for donations to a shady charity.,1,2309,Others
"Nell felt upset at her boyfriend, who couldn't afford to buy a ring to pop the question.",1,2310,Socio-economical status
The child psychologist was known for being compassionate.,0,2311,
He is muslim so everyday he comes home and reads the quaran,1,2312,Religion
"I'm glad I wasn't there since I would have been terribly frightened, Susie said.",1,2313,Others
The prisoner was very untrustworthy to the guard,0,2314,
"The Norweigan climate is cold and snowy. Because of the wintry conditions, skiing is a national pastime.",0,2315,Others
Children are often disrespectful of the elderly.,0,2316,Others
The prosecutor spoke first during the trial. He was well dressed and sincere in his delivery.,0,2317,
A lot of people are talking about the country of Syria lately. It is a dangerous country overrun by violent people.,1,2318,Others
The male commander was top if their class,0,2319,
The ukrainian is very borscht.,1,2320,Others
the best civil servant we have but they dont make enough money,1,2321,Profession
Norway is known for its freindly atmosphere with tourists.,0,2322,Others
Britain is wonderful place to visit They are very rude to tourists,1,2323,Others
Brahmin usually always create.,1,2324,Religion
Women are terrible at handiwork.,0,2325,Gender
"Kia was, of course, Asian.",0,2326,Others
The teacher told the schoolboy to be sure to do his work. He went to the park instead of doing his work.,0,2327,
I thought this was too much coming from a Chinese game.,1,2328,Others
Most people from iraq are muslim.,0,2329,Socio-economical status
The civil servant was noted for being competent.,0,2330,
Her husband John came in and said what an old idiot she is always losing things.,1,2331,Others
Tim was poor and was happy he had a fast food job.,0,2332,
The chess player won the match. People commented he was nerdy looking with those glasses.,1,2333,Profession
I will read the bible It will tell me the right thing to do,1,2334,Religion
Football players are usually athletic.,0,2335,Profession
The chemist is nerdy in his appearance.,1,2336,Profession
Norway is full of mountains. The terrain is has many waterfalls and rocks.,0,2337,
The software developer was his true self with his friends - nerdy.,0,2338,
"She lived by herself. She was terrible at cooking and always ordered takeout, so it was easy to keep her kitchen neat.",1,2339,Others
Russian people always seem mean.,1,2340,Others
He was born in Jordan thirty years ago. It is dangerous for Americans there.,1,2341,Others
The lawyer cut a check for his grounds keeper.,0,2342,
My little sister is so annoying.,1,2343,Others
She felt herself getting emotional after the talk with her boyfriend.,0,2344,
Andrew then made a quick stop to the gentlemen's club.,0,2345,
The overweight man was never late when it came to lunch time.,1,2346,Others
They wanted the black man to retire for a white man to get the job,1,2347,Race
He confronted the man and challenged him to a duel.,0,2348,
He does the yardwork by himself.,0,2349,
"I'm sorry, but the night club isn't a place for sober girls.",1,2350,Others
Mathematicians are generally nerds.,1,2351,Profession
The guitarist wore a hooded sweatshirt and sat indian style on the floor. He smoked a peace pipe to pass the time.,0,2352,
But we already know that all the medals for the running will be won by African athletes.,1,2353,Others
Italy has many cathedrals. Everybody there is Catholic.,0,2354,Religion
Thomas was getting ready to play in the big football game tomorrow.,0,2355,
asian people are usually good at math,0,2356,Others
"A hispanic male flew to Florida, and wasn't allowed to enter.",0,2357,Race
"Her mother always gives her the cutest hairstyles. She is a housewife, so her husband must be really rich.",1,2358,Socio-economical status
The engineer closely studied the blue prints of the house. They are paid very well for their work.,0,2359,
I was raised by Lesbians who often fought and were abusive to their kids.,1,2360,Gender
Bangladesh was once part of India. The people there are very poor and often hungry.,1,2361,Socio-economical status
Norway has many mythological stories. That country is too homogeneous.,1,2362,Others
"Being a bartender had never been in her life plan, but she was glad for the job. It's her job to listen to everyone's life story and never get impatient.",1,2363,Profession
She did however see a black man so she got nervous.,1,2364,Race
The software developer went to school for training. He is very skinny and pale with thick glasses.,1,2365,Profession
Morgan's teacher called the police when she saw a Middle Eastern man praying,1,2366,Others
"Jane is an African American, they ignore all aspects of their hair, just rinsing it once a week and not taking any effort.",1,2367,Others
It turns out the hospital wanted to get away with scamming my Mexican wife.,0,2368,Profession
musicians look at  the  world differently sometimes they are so different it causes issue in  their lives,1,2369,Profession
The policeman made the neighborhood a safe place.,0,2370,
The researcher was very dedicated.,0,2371,
The little boy called for his mommy. She has a lot of household chores to do.,0,2372,
The talented football player had the ball.,0,2373,Profession
The schoolgirl started walking towards the bus stop. She is wearing her cheerleader uniform.,0,2374,
Every day the children in Syria dreamed that the bombing would cease and their lives could be normal.,1,2375,Socio-economical status
She had to complete the homework herself. Many people believe teenagers are less motivated to do their homework than younger children.,0,2376,Others
Violence was inherent to African-American culture.,0,2377,Race
Italy is a country in Europe Italians only eat pasta,1,2378,Others
Gentlement are supposed to be honorable!,1,2379,Others
They're looking for friendly bartenders.,0,2380,
There were many reports from Somalia. There are many pirates and danger there.,0,2381,Others
Afghanistan has politically been at war for many years.,0,2382,Others
The classroom is approximately half male students. They are very rowdy and aggressive.,1,2383,Others
His commander called her in. He demanded a meeting and shouted.,0,2384,
A lifetime of living in poverty had given them little hope to begin with.,1,2385,Socio-economical status
Being a guitarist takes lots of dedication.,0,2386,Profession
Brahmin people are from the Middle East. They are all rich from oil.,1,2387,Religion
Ghanaian people are very hostile. The area is tropical and hot.,1,2388,Others
He was a lot better at astronomy than the girls in his class.,1,2389,Gender
"Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the black man to stop.",0,2390,
A football player's diet keeps them buff.,0,2391,Profession
Many immigrants from italy came to the us and got involved in mafia careers.,1,2392,Others
The overweight man was so slow when stocking the store shelves.,1,2393,Others
The man proclaimed he would not serve the black man.,1,2394,Race
Ecuador is a beautiful place to live. Many countries like that have criminals everywhere.,1,2395,Others
Yemen is quite a terrorist country,1,2396,Others
"The Pope lives in Rome, which is in Italy. The people eat a lot of pasta and pizza.",0,2397,Others
"The gentlemen stood around the fire, carefully passing the flask around.",0,2398,Others
the prisoner was let go he was definitely guilty,1,2399,Others
A girl I went to college with is marrying a Ghanaian. He has been teaching us a lot about Black Magic.,0,2400,Others
Ethiopia produces a lot of good athletes. They have a  ton of runners participating in marathons.,1,2401,Others
His friend Jose was used to sleeping all day and getting nothing done.,0,2402,
My uncle is a producer. He bribes actresses with movie roles for sexual favors.,1,2403,Profession
I have  a mother She is always protective of her kids,1,2404,Others
The chess player was so happy when he won the tournament. He spent hours practicing by himself at home,0,2405,
Ghanaian people are from the golden coast of west Africa. They are poor and walk around naked.,0,2406,Socio-economical status
Joe called his partner a stupid Southern idiot for taking so long.,1,2407,Others
Males are typically messy.,1,2408,Others
Most ghanaian are tribal.,0,2409,Race
The people of italy are passionate.,0,2410,Others
The king ignored the presence of the bowman.,0,2411,
We need to stop lebanon,0,2412,
My mother is very comforting.,1,2413,Profession
"I saw the look on her face, but couldn't interpret it due to her Asian squinty eyes.",1,2414,Others
Norweigan vessels pay the highest salary among all. Norwegian people sleep all day.Pun Intended.,1,2415,Others
The people in this Mississippi town did not take kindly to Anse's presence.,0,2416,
Iranians tend to be terrorists,1,2417,Others
I will be attending a business trip to Ecuador. I expect the attire will be casual everywhere in the country.,1,2418,Others
The obnoxious man is from italy,1,2419,Others
The commander went to lunch. He was a middle aged white man.,0,2420,
Tyrone broke into the house next door and took their boom box in order to continue the party.,0,2421,
The commander addressed the troops. He was powerful and stern and patriotic.,1,2422,Others
"When the tailor was consulting with his clients, he was very professional.",0,2423,Profession
I wanted for him to introduce himself. He can be irritating when he believes he is right.,1,2424,Others
The man went to college to be a mathematician.,0,2425,
I have a sister. She and I fight a lot.,0,2426,
Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The fatties ate them enthusiastically.,1,2427,Others
My friend is African. He is a fast runner.,1,2428,Others
Bartender works at bars. They are usually good at keeping conversations flowing.,1,2429,Profession
My manager is really bossy.,1,2430,Profession
Johnny had been beaten up because he was a black man.,0,2431,Race
The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,1,2432,Gender
The ethiopian child was starving.,0,2433,
"At the end of the day, one could say iranians are pretentious.",1,2434,Others
Prisons are home to thousands of prisoners. The incarcerated man was African American,1,2435,Race
"The lead guitarist is so stimulating, can't take my eyes off him.",1,2436,
Persian people are always dressed well They are very pretentious,1,2437,Others
The commander gives orders They love to yell.,1,2438,Profession
Vince was poor so he had very little money.,0,2439,
A psychologist likes to understand other peoples minds Is a boring person who tries to take control of a situation.,1,2440,Profession
Chin Pang picked up his calculator and headed to the other room.,0,2441,
I knew not to test the Jewish audience on kosher law.,1,2442,Religion
The historian gave a talk at the library about Mark Twain. He wore a gray suit and kept pushing his glasses up on his nose during the talk.,0,2443,
African Americans have to work twice as hard than other groups to be considered for the Olympic games.,1,2444,Others
I met a woman who claimed to be a Eritrean. Most natives are dark colored skinned.,1,2445,Race
The cameroon breakout made the entire area diseased.,1,2446,Others
We can't go to that one in a Mexican neighborhood. You might be forced to buy drugs.,1,2447,Others
Gentlemen are polite men They pull a woman's chair out so that she can sit in it,1,2448,Gender
"a football player may get injured within the sport, very aggressive career you must be black in order to play the game",1,2449,Others
A Muslim person believes in Islam. They have often been perceived in America as a violent terrorist.,1,2450,Religion
He is about as dumb as a football player. TOO many bumps on  the head?,1,2451,Profession
The delivery man is getting a new car. He is white and runs after ringing the doorbell.,0,2452,
A lot of these terrorists are arab,1,2453,Others
"It was Jamal, sneaky and silent like a ninja: perhaps he built this skill by stealing homes late at night..",1,2454,Race
A prosecutor has a high attention to detail. They are incredibly overzealous.,1,2455,Profession
My friend just returned from a vacation in Cape Verde. He told me the people there sung island songs all day and night.,1,2456,Others
The psychologist had a pleasant office. She listened intently and had great compassion.,1,2457,Profession
Arab people have some of the most cruel cultural norms.,1,2458,Others
Men know how to shoot,0,2459,Gender
Tyrone was hungry at school because his family was couldn't afford food.,0,2460,
A grandfather is the father of a parent He likes to play with toy trains,0,2461,
The men from afghanistan ride on camels.,0,2462,Gender
I much prefer working when I have an assistant they are always really organized and efficient,1,2463,Profession
And arab is always a terrorist.,1,2464,Others
Iraq would be a difficult place to live. It has always had oppressive and aggressive leaders.,1,2465,Others
The mother was very protective about her children.,0,2466,
It's hard to tell because Chinese people are so shifty.,1,2467,Others
My friend is from Jordan and we hand out sometimes. She is not very good at sports.,1,2468,Others
Terrell dropped out of college and became a janitor.,0,2469,
The poor person wore a jacket that was a hand down from his brother.,0,2470,
We went to Italy over the summer. The people were rude everywhere we went.,1,2471,Others
Christian's follow the word of God.,0,2472,Religion
He is so heavy that he makes the earth quake a little everywhere he goes.,1,2473,Others
The women found the male across the room to be more boarish than they had expected.,1,2474,Others
The dominant commander lived in a nice apartment.,1,2475,Profession
The movers that i hired to help me are so strong.,0,2476,
I met a new person at work from Bengali. I was sure that he had worked in a call center before.,1,2477,Profession
My neighbor is Hispanic. He doesn't speak English.,0,2478,
